InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
543092,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2023-01-01 14:18:00,1.71,13590.0,Belgium
543092,23203,JUMBO BAG VINTAGE DOILY,22,2023-01-01 14:51:00,4.32,13590.0,Belgium
543282,21212,PACK OF 72 RETROSPOT CAKE CASES,15,2023-01-01 15:43:00,0.56,13677.0,Netherlands
543282,23355,HOT WATER BOTTLE KEEP CALM,13,2023-01-01 18:34:00,4.99,13677.0,Netherlands
543092,22752,SET 7 BABUSHKA NESTING BOXES,24,2023-01-01 19:44:00,7.41,13590.0,Belgium
543509,22752,SET 7 BABUSHKA NESTING BOXES,13,2023-01-02 16:44:00,7.49,13791.0,United Kingdom
543438,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2023-01-03 08:00:00,3.52,13754.0,France
543140,84029E,RED WOOLLY HOTTIE WHITE HEART,17,2023-01-03 08:32:00,3.48,13611.0,United Kingdom
543126,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2023-01-03 08:40:00,0.55,13606.0,United Kingdom
543126,22748,POPPY'S PLAYHOUSE KITCHEN,15,2023-01-03 11:00:00,2.06,13606.0,United Kingdom
543438,20725,LUNCH BAG RED RETROSPOT,1,2023-01-03 11:16:00,1.68,13754.0,France
543140,22632,HAND WARMER RED POLKA DOT,13,2023-01-03 12:32:00,1.77,13611.0,United Kingdom
543126,22633,HAND WARMER UNION JACK,1,2023-01-03 12:45:00,1.89,13606.0,United Kingdom
543140,21212,PACK OF 72 RETROSPOT CAKE CASES,21,2023-01-03 15:36:00,0.54,13611.0,United Kingdom
543438,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2023-01-03 15:58:00,4.37,13754.0,France
543140,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,5,2023-01-03 16:39:00,3.59,13611.0,United Kingdom
543140,84406B,CREAM CUPID HEARTS COAT HANGER,13,2023-01-03 17:30:00,2.96,13611.0,United Kingdom
543438,22633,HAND WARMER UNION JACK,9,2023-01-03 17:42:00,1.77,13754.0,France
543126,84978,HANGING HEART JAR T-LIGHT HOLDER,18,2023-01-03 17:43:00,1.54,13606.0,United Kingdom
543438,21929,JUMBO BAG PINK VINTAGE PAISLEY,7,2023-01-03 18:12:00,2.07,13754.0,France
543126,47566,PARTY BUNTING,9,2023-01-03 19:46:00,5.1,13606.0,United Kingdom
543438,21034,REX CASH+CARRY JUMBO SHOPPER,10,2023-01-03 19:56:00,1.26,13754.0,France
543549,23355,HOT WATER BOTTLE KEEP CALM,14,2023-01-04 08:44:00,5.1,13809.0,Spain
543549,71053,WHITE METAL LANTERN,8,2023-01-04 08:58:00,3.49,13809.0,Spain
C543135,22752,SET 7 BABUSHKA NESTING BOXES,-17,2023-01-04 09:05:00,8.01,13609.0,Germany
543198,71053,WHITE METAL LANTERN,2,2023-01-04 09:44:00,3.43,,Spain
543181,84029E,RED WOOLLY HOTTIE WHITE HEART,17,2023-01-04 09:46:00,3.22,13632.0,United Kingdom
543549,84029E,RED WOOLLY HOTTIE WHITE HEART,16,2023-01-04 09:47:00,3.49,13809.0,Spain
543198,23355,HOT WATER BOTTLE KEEP CALM,12,2023-01-04 09:55:00,4.76,13639.0,Spain
C543135,23203,JUMBO BAG VINTAGE DOILY,-14,2023-01-04 11:15:00,4.24,13609.0,Germany
543504,22633,HAND WARMER UNION JACK,21,2023-01-04 11:15:00,1.83,13790.0,Australia
543549,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2023-01-04 11:19:00,0.57,13809.0,Spain
543198,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-01-04 11:31:00,3.31,13639.0,Spain
C543135,23203,JUMBO BAG VINTAGE DOILY,-10,2023-01-04 11:46:00,4.24,13609.0,Germany
543181,20727,LUNCH BAG BLACK SKULL,10,2023-01-04 11:50:00,1.57,13632.0,United Kingdom
543504,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2023-01-04 12:10:00,2.75,13790.0,Australia
543504,22745,POPPY'S PLAYHOUSE BEDROOM,20,2023-01-04 12:20:00,2.03,13790.0,Australia
543549,22633,HAND WARMER UNION JACK,8,2023-01-04 12:25:00,1.92,13809.0,Spain
C543135,71053,WHITE METAL LANTERN,-7,2023-01-04 12:44:00,3.41,13609.0,Germany
543788,22632,HAND WARMER RED POLKA DOT,2,2023-01-04 12:59:00,1.87,13933.0,Germany
543788,23203,JUMBO BAG VINTAGE DOILY,2,2023-01-04 13:24:00,3.98,13933.0,Germany
543181,84406B,CREAM CUPID HEARTS COAT HANGER,4,2023-01-04 14:10:00,2.9,13632.0,United Kingdom
543504,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,24,2023-01-04 14:35:00,3.05,13790.0,Australia
543504,22745,POPPY'S PLAYHOUSE BEDROOM,16,2023-01-04 14:40:00,2.03,13790.0,Australia
543788,22633,HAND WARMER UNION JACK,10,2023-01-04 14:43:00,1.96,13933.0,Germany
543549,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-01-04 15:33:00,4.56,13809.0,Spain
543549,71053,WHITE METAL LANTERN,3,2023-01-04 15:40:00,3.54,13809.0,Spain
543788,71053,WHITE METAL LANTERN,20,2023-01-04 16:01:00,3.39,13933.0,Germany
543181,22633,HAND WARMER UNION JACK,10,2023-01-04 16:25:00,1.82,13632.0,United Kingdom
543181,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2023-01-04 16:26:00,2.66,13632.0,United Kingdom
543504,23203,JUMBO BAG VINTAGE DOILY,13,2023-01-04 16:34:00,4.38,13790.0,Australia
543504,22632,HAND WARMER RED POLKA DOT,19,2023-01-04 17:06:00,1.98,13790.0,Australia
C543135,22752,SET 7 BABUSHKA NESTING BOXES,-24,2023-01-04 17:17:00,7.9,,Germany
543181,22622,BOX OF VINTAGE ALPHABET BLOCKS,12,2023-01-04 17:30:00,10.57,13632.0,United Kingdom
C543135,23203,JUMBO BAG VINTAGE DOILY,-12,2023-01-04 17:39:00,4.19,13609.0,Germany
C543135,84879,ASSORTED COLOUR BIRD ORNAMENT,-4,2023-01-04 18:31:00,1.8,13609.0,Germany
543788,84406B,CREAM CUPID HEARTS COAT HANGER,21,2023-01-04 18:41:00,2.64,13933.0,Germany
C543135,84029E,RED WOOLLY HOTTIE WHITE HEART,-13,2023-01-04 19:09:00,3.59,13609.0,Germany
543504,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,18,2023-01-04 19:36:00,3.79,13790.0,Australia
543702,47566,PARTY BUNTING,14,2023-01-05 08:01:00,5.13,13892.0,Switzerland
543149,21034,REX CASH+CARRY JUMBO SHOPPER,11,2023-01-05 08:35:00,1.23,13616.0,Spain
543702,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-01-05 09:49:00,1.82,13892.0,Switzerland
543316,22633,HAND WARMER UNION JACK,21,2023-01-05 10:31:00,2.0,13692.0,United Kingdom
543316,22622,BOX OF VINTAGE ALPHABET BLOCKS,7,2023-01-05 12:38:00,10.15,13692.0,United Kingdom
543149,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,11,2023-01-05 12:40:00,3.16,13616.0,Spain
543316,71053,WHITE METAL LANTERN,16,2023-01-05 14:33:00,3.64,13692.0,United Kingdom
543316,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2023-01-05 16:25:00,3.55,13692.0,United Kingdom
543702,21929,JUMBO BAG PINK VINTAGE PAISLEY,13,2023-01-05 17:28:00,2.18,13892.0,Switzerland
543702,23355,HOT WATER BOTTLE KEEP CALM,6,2023-01-05 18:32:00,5.05,13892.0,Switzerland
543316,84978,HANGING HEART JAR T-LIGHT HOLDER,19,2023-01-05 19:24:00,1.51,13692.0,United Kingdom
543236,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,14,2023-01-05 19:55:00,3.12,13655.0,Switzerland
543211,23298,SPACEBOY LUNCH BOX,2,2023-01-06 08:31:00,1.97,13645.0,Netherlands
543255,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2023-01-06 09:18:00,3.34,13664.0,United Kingdom
543255,20725,LUNCH BAG RED RETROSPOT,6,2023-01-06 09:32:00,1.75,13664.0,United Kingdom
543211,47566,PARTY BUNTING,13,2023-01-06 09:47:00,5.3,13645.0,Netherlands
543086,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,2023-01-06 10:07:00,3.18,13587.0,Belgium
543086,23298,SPACEBOY LUNCH BOX,11,2023-01-06 11:03:00,1.99,13587.0,Belgium
543326,21034,REX CASH+CARRY JUMBO SHOPPER,9,2023-01-06 11:39:00,1.21,13698.0,Germany
543255,23203,JUMBO BAG VINTAGE DOILY,12,2023-01-06 12:29:00,4.0,13664.0,United Kingdom
543326,84029E,RED WOOLLY HOTTIE WHITE HEART,14,2023-01-06 12:47:00,3.55,13698.0,Germany
543326,23298,SPACEBOY LUNCH BOX,3,2023-01-06 12:50:00,1.95,13698.0,Germany
543211,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2023-01-06 13:07:00,3.46,13645.0,Netherlands
543086,23298,SPACEBOY LUNCH BOX,19,2023-01-06 15:10:00,2.01,13587.0,Belgium
543105,84406B,CREAM CUPID HEARTS COAT HANGER,10,2023-01-06 15:42:00,2.79,13595.0,EIRE
543255,22622,BOX OF VINTAGE ALPHABET BLOCKS,15,2023-01-06 16:46:00,9.88,13664.0,United Kingdom
543086,21034,REX CASH+CARRY JUMBO SHOPPER,5,2023-01-06 16:52:00,1.33,13587.0,Belgium
543255,22633,HAND WARMER UNION JACK,10,2023-01-06 16:55:00,1.91,13664.0,United Kingdom
543326,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2023-01-06 17:00:00,3.4,13698.0,Germany
543105,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,20,2023-01-06 17:05:00,3.93,13595.0,EIRE
543326,84879,ASSORTED COLOUR BIRD ORNAMENT,19,2023-01-06 17:20:00,1.8,13698.0,Germany
543105,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2023-01-06 17:53:00,3.63,13595.0,EIRE
543326,21929,JUMBO BAG PINK VINTAGE PAISLEY,22,2023-01-06 18:18:00,2.01,13698.0,Germany
543652,22622,BOX OF VINTAGE ALPHABET BLOCKS,19,2023-01-06 19:08:00,10.59,13864.0,United Kingdom
543211,22632,HAND WARMER RED POLKA DOT,4,2023-01-06 19:44:00,1.82,13645.0,Netherlands
543211,22632,HAND WARMER RED POLKA DOT,4,2023-01-06 19:44:00,1.82,13645.0,Netherlands
543326,84406B,CREAM CUPID HEARTS COAT HANGER,23,2023-01-06 19:59:00,2.94,13698.0,Germany
543452,47566,PARTY BUNTING,24,2023-01-07 09:08:00,5.22,13761.0,Channel Islands
543845,20725,LUNCH BAG RED RETROSPOT,5,2023-01-07 09:12:00,1.61,13965.0,Netherlands
543129,71053,WHITE METAL LANTERN,6,2023-01-07 09:35:00,3.29,13607.0,Switzerland
543129,20725,LUNCH BAG RED RETROSPOT,22,2023-01-07 09:44:00,1.7,13607.0,Switzerland
543452,22633,HAND WARMER UNION JACK,14,2023-01-07 10:31:00,1.9,13761.0,Channel Islands
543129,22632,HAND WARMER RED POLKA DOT,5,2023-01-07 10:53:00,1.88,13607.0,Switzerland
543452,84029E,RED WOOLLY HOTTIE WHITE HEART,20,2023-01-07 11:07:00,3.44,13761.0,Channel Islands
543755,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2023-01-07 11:14:00,3.56,13915.0,Germany
543452,23298,SPACEBOY LUNCH BOX,5,2023-01-07 11:17:00,2.04,13761.0,Channel Islands
543452,23355,HOT WATER BOTTLE KEEP CALM,17,2023-01-07 13:25:00,5.2,13761.0,Channel Islands
543129,22748,POPPY'S PLAYHOUSE KITCHEN,18,2023-01-07 14:05:00,2.19,13607.0,Switzerland
543452,22745,POPPY'S PLAYHOUSE BEDROOM,24,2023-01-07 14:38:00,2.22,13761.0,Channel Islands
543129,84029E,RED WOOLLY HOTTIE WHITE HEART,20,2023-01-07 15:47:00,3.25,13607.0,Switzerland
543845,23203,JUMBO BAG VINTAGE DOILY,16,2023-01-07 16:31:00,4.04,13965.0,Netherlands
543129,21034,REX CASH+CARRY JUMBO SHOPPER,6,2023-01-07 17:02:00,1.24,13607.0,Switzerland
543845,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,2023-01-07 17:07:00,3.76,13965.0,Netherlands
543845,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,12,2023-01-07 18:53:00,2.86,13965.0,Netherlands
543783,22622,BOX OF VINTAGE ALPHABET BLOCKS,6,2023-01-08 08:48:00,10.65,13930.0,Denmark
543081,22633,HAND WARMER UNION JACK,18,2023-01-08 09:11:00,1.92,13584.0,Sweden
543081,21212,PACK OF 72 RETROSPOT CAKE CASES,21,2023-01-08 09:12:00,0.58,13584.0,Sweden
543330,84406B,CREAM CUPID HEARTS COAT HANGER,8,2023-01-08 09:28:00,2.83,13701.0,Australia
543330,22752,SET 7 BABUSHKA NESTING BOXES,7,2023-01-08 09:37:00,8.0,13701.0,Australia
543330,21929,JUMBO BAG PINK VINTAGE PAISLEY,4,2023-01-08 11:14:00,2.18,13701.0,Australia
543465,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2023-01-08 11:50:00,2.54,13767.0,France
543330,22622,BOX OF VINTAGE ALPHABET BLOCKS,6,2023-01-08 12:53:00,10.48,13701.0,Australia
543330,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20,2023-01-08 14:10:00,4.18,13701.0,Australia
543465,21034,REX CASH+CARRY JUMBO SHOPPER,23,2023-01-08 14:22:00,1.3,13767.0,France
543081,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2023-01-08 17:19:00,3.6,13584.0,Sweden
543081,22633,HAND WARMER UNION JACK,9,2023-01-08 19:22:00,1.81,13584.0,Sweden
543723,84978,HANGING HEART JAR T-LIGHT HOLDER,3,2023-01-09 08:16:00,1.45,13901.0,United Kingdom
543354,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2023-01-09 08:42:00,3.7,,Netherlands
543144,22633,HAND WARMER UNION JACK,16,2023-01-09 08:48:00,1.94,13613.0,Germany
543182,22632,HAND WARMER RED POLKA DOT,3,2023-01-09 08:59:00,1.8,13633.0,United Kingdom
543144,22633,HAND WARMER UNION JACK,9,2023-01-09 09:08:00,1.98,13613.0,Germany
543115,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,2023-01-09 09:13:00,3.46,13600.0,Spain
543740,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2023-01-09 09:35:00,3.8,13908.0,Belgium
543115,23203,JUMBO BAG VINTAGE DOILY,19,2023-01-09 09:37:00,3.92,13600.0,Spain
543115,22632,HAND WARMER RED POLKA DOT,2,2023-01-09 10:02:00,1.78,,Spain
543144,22745,POPPY'S PLAYHOUSE BEDROOM,5,2023-01-09 10:12:00,2.17,13613.0,Germany
543343,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-01-09 10:38:00,2.69,13705.0,France
543354,23355,HOT WATER BOTTLE KEEP CALM,16,2023-01-09 10:45:00,4.97,13710.0,Netherlands
543182,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2023-01-09 10:50:00,2.54,13633.0,United Kingdom
543723,84978,HANGING HEART JAR T-LIGHT HOLDER,11,2023-01-09 11:03:00,1.49,13901.0,United Kingdom
543723,47566,PARTY BUNTING,10,2023-01-09 11:23:00,5.07,13901.0,United Kingdom
543343,22745,POPPY'S PLAYHOUSE BEDROOM,3,2023-01-09 11:47:00,2.12,13705.0,France
543740,22748,POPPY'S PLAYHOUSE KITCHEN,16,2023-01-09 12:02:00,2.25,13908.0,Belgium
543182,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2023-01-09 12:43:00,2.69,13633.0,United Kingdom
543723,20725,LUNCH BAG RED RETROSPOT,7,2023-01-09 13:06:00,1.64,13901.0,United Kingdom
543182,71053,WHITE METAL LANTERN,7,2023-01-09 13:11:00,3.43,13633.0,United Kingdom
543182,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2023-01-09 13:14:00,3.24,13633.0,United Kingdom
543343,23355,HOT WATER BOTTLE KEEP CALM,3,2023-01-09 13:29:00,5.23,13705.0,France
543115,23355,HOT WATER BOTTLE KEEP CALM,6,2023-01-09 13:52:00,5.17,13600.0,Spain
543144,22622,BOX OF VINTAGE ALPHABET BLOCKS,6,2023-01-09 14:11:00,10.63,13613.0,Germany
543740,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2023-01-09 14:28:00,3.49,13908.0,Belgium
543115,21730,GLASS STAR FROSTED T-LIGHT HOLDER,22,2023-01-09 15:22:00,4.05,13600.0,Spain
543354,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-01-09 15:31:00,3.59,13710.0,Netherlands
543115,23203,JUMBO BAG VINTAGE DOILY,16,2023-01-09 16:13:00,4.3,13600.0,Spain
543343,23355,HOT WATER BOTTLE KEEP CALM,15,2023-01-09 16:32:00,5.13,13705.0,France
543115,23355,HOT WATER BOTTLE KEEP CALM,10,2023-01-09 16:59:00,5.16,13600.0,Spain
543723,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2023-01-09 17:31:00,3.35,13901.0,United Kingdom
543740,22752,SET 7 BABUSHKA NESTING BOXES,18,2023-01-09 18:10:00,8.01,13908.0,Belgium
543343,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2023-01-09 18:22:00,4.23,13705.0,France
543182,22752,SET 7 BABUSHKA NESTING BOXES,5,2023-01-09 18:53:00,7.44,13633.0,United Kingdom
543144,84978,HANGING HEART JAR T-LIGHT HOLDER,8,2023-01-09 19:00:00,1.44,13613.0,Germany
543740,22622,BOX OF VINTAGE ALPHABET BLOCKS,16,2023-01-09 19:25:00,10.71,13908.0,Belgium
543723,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,21,2023-01-09 19:38:00,2.96,13901.0,United Kingdom
543354,22745,POPPY'S PLAYHOUSE BEDROOM,10,2023-01-09 19:42:00,2.24,13710.0,Netherlands
543740,47566,PARTY BUNTING,23,2023-01-09 19:46:00,4.89,13908.0,Belgium
543182,84029E,RED WOOLLY HOTTIE WHITE HEART,23,2023-01-09 19:51:00,3.32,13633.0,United Kingdom
543424,47566,PARTY BUNTING,15,2023-01-10 08:07:00,5.31,13747.0,United Kingdom
543818,20727,LUNCH BAG BLACK SKULL,16,2023-01-10 09:28:00,1.73,13949.0,United Kingdom
543424,84406B,CREAM CUPID HEARTS COAT HANGER,11,2023-01-10 12:06:00,2.61,13747.0,United Kingdom
543424,21929,JUMBO BAG PINK VINTAGE PAISLEY,6,2023-01-10 16:43:00,2.09,13747.0,United Kingdom
543424,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,19,2023-01-10 17:45:00,3.62,13747.0,United Kingdom
543352,47566,PARTY BUNTING,6,2023-01-11 08:07:00,5.05,13710.0,Netherlands
543475,22632,HAND WARMER RED POLKA DOT,10,2023-01-11 08:08:00,1.83,13773.0,Finland
543164,23355,HOT WATER BOTTLE KEEP CALM,5,2023-01-11 08:12:00,4.71,13623.0,Denmark
C543454,20727,LUNCH BAG BLACK SKULL,-4,2023-01-11 08:38:00,1.72,13761.0,Channel Islands
543164,23355,HOT WATER BOTTLE KEEP CALM,9,2023-01-11 08:53:00,5.1,13623.0,Denmark
543461,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2023-01-11 08:55:00,1.81,13766.0,United Kingdom
543164,84978,HANGING HEART JAR T-LIGHT HOLDER,14,2023-01-11 09:30:00,1.51,13623.0,Denmark
543164,23203,JUMBO BAG VINTAGE DOILY,9,2023-01-11 09:52:00,4.42,13623.0,Denmark
543461,21034,REX CASH+CARRY JUMBO SHOPPER,20,2023-01-11 09:54:00,1.34,13766.0,United Kingdom
543461,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,23,2023-01-11 09:55:00,3.83,13766.0,United Kingdom
C543792,22745,POPPY'S PLAYHOUSE BEDROOM,-19,2023-01-11 12:22:00,2.0,13935.0,Netherlands
543352,20725,LUNCH BAG RED RETROSPOT,1,2023-01-11 13:16:00,1.71,13710.0,Netherlands
543475,20725,LUNCH BAG RED RETROSPOT,22,2023-01-11 13:51:00,1.66,13773.0,Finland
C543792,23355,HOT WATER BOTTLE KEEP CALM,-8,2023-01-11 14:57:00,5.15,13935.0,Netherlands
543352,22632,HAND WARMER RED POLKA DOT,21,2023-01-11 15:06:00,1.82,13710.0,Netherlands
C543792,84879,ASSORTED COLOUR BIRD ORNAMENT,-21,2023-01-11 15:45:00,1.78,13935.0,Netherlands
543164,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,2023-01-11 16:12:00,3.97,13623.0,Denmark
543164,84978,HANGING HEART JAR T-LIGHT HOLDER,15,2023-01-11 16:28:00,1.42,13623.0,Denmark
543131,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-01-11 16:51:00,0.0,13608.0,United Kingdom
543352,47566,PARTY BUNTING,11,2023-01-11 16:53:00,5.01,13710.0,Netherlands
C543792,21034,REX CASH+CARRY JUMBO SHOPPER,-23,2023-01-11 16:56:00,1.27,13935.0,Netherlands
